bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
4035,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,0446677124,9.78045E+12,eng,608.0,32337,272,12/01/2000,Grand Central Publishing
15974,Black Water,Joyce Carol Oates,3.54,0452269865,9.78045E+12,eng,160.0,5513,484,05/01/1993,Plume
19476,Be More Chill,Ned Vizzini,3.68,0786809965,9.78079E+12,eng,287.0,9836,1202,09/01/2005,Disney-Hyperion
33353,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,0767921968,9.78077E+12,eng,276.0,8606,670,09/05/2006,Harmony
5419,'Salem's Lot,Stephen King,4.02,0451092317,9.78045E+12,en-US,427.0,178,35,11/13/1979,Signet
42390,Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,3.97,0316294527,9.78032E+12,eng,343.0,278,16,07/01/1996,Little  Brown and Company
4799,Cannery Row,John Steinbeck,4.04,014200068X,9.78014E+12,eng,181.0,96408,3909,02/05/2002,Penguin Books
19022,Valparaiso,Don DeLillo,3.33,033042694X,9.78033E+12,eng,107.0,383,21,04/01/2004,Pan MacMillan
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.43,0553345893,9.78055E+12,eng,1397.0,1429,115,07/01/1984,Little  Brown & Company (Boston/Toronto)
20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,0751506486,9.78075E+12,eng,512.0,261,6,08/01/1988,Little  Brown Book Group
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9.78159E+12,eng,192.0,111091,1427,05/03/2005,VIZ Media LLC
44131,Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,4.12,1933045256,9.78193E+12,eng,336.0,792,27,1/15/2006,US Green Building Council
22436,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,4.32,0691120277,9.78069E+12,en-US,200.0,26,2,11/21/2004,Princeton University Press
24379,His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,1854598317,9.78185E+12,eng,192.0,17,1,04/01/2005,Nick Hern Books
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,4.28,0143039164,9.78014E+12,eng,1144.0,7210,926,9/27/2005,Penguin Books
43509,Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,4.56,074754624X,9.78075E+12,eng,636.0,18754,906,07/08/2000,Bloomsbury
32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,0446612731,9.78045E+12,eng,482.0,125864,3198,12/01/2002,Grand Central Publishing
33838,Before Night Falls,Keith Gray,3.39,1842991248,9.78184E+12,eng,74.0,23,6,09/01/2007,Barrington Stoke
16928,The Riverside Milton,John Milton/Roy C. Flannagan,4.26,0395809991,9.7804E+12,eng,1248.0,772,19,03/09/1998,Cengage Learning
1328,Phaedrus,Plato/C.J. Rowe,3.92,0140449744,9.78014E+12,eng,176.0,236,22,8/25/2005,Penguin Classics
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,0822318644,9.78082E+12,eng,272.0,206,9,10/21/1996,Duke University Press Books
26780,Mandie and the Abandoned Mine (Mandie  #8),Lois Gladys Leppard,3.96,0871239329,9.78087E+12,eng,160.0,1369,17,05/01/1987,Bethany House Publishers
11655,The Counterlife,Philip Roth,3.91,0679749047,9.78068E+12,eng,336.0,3192,195,08/06/1996,Vintage
30403,Play Dirty,Sandra Brown,3.92,0743289358,9.78074E+12,eng,404.0,9552,627,8/14/2007,Simon & Schuster
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,0613647904,9.78061E+12,eng,256.0,29,9,09/03/2002,Turtleback
25154,Uzumaki: Spiral Into Horror  Vol. 3,Junji Ito/伊藤潤二,4.27,1591160480,9.78159E+12,eng,250.0,6790,337,10/06/2002,Viz Media
14313,Anna Karenina,Leo Tolstoy/Constance Garnett,4.05,0809596814,9.78081E+12,eng,740.0,28,7,01/01/2004,Wildside Press
23002,Three Farmers on Their Way to a Dance,Richard Powers,3.82,0060975091,9.78006E+12,eng,352.0,742,49,12/01/1994,Harper Perennial
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,0872207803,9.78087E+12,eng,416.0,341,21,12/01/2005,Hackett Publishing Company  Inc.
18053,Meet Mr. Mulliner,P.G. Wodehouse,4.06,1585672750,9.78159E+12,eng,203.0,1224,89,5/13/2002,Harry N. Abrams
3759,Goldfinger (James Bond  #7),Ian Fleming,3.8,0142002046,9.78014E+12,eng,264.0,16055,639,8/27/2002,Penguin Books
32552,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,1593080646,9.78159E+12,en-US,688.0,66382,109,10/25/2004,Barnes  Noble Classics
18610,Thin Air (Spenser  #22),Robert B. Parker/David Dukes,3.9,0425152901,9.78043E+12,en-US,320.0,4055,141,04/01/1996,G.P. Putnam's Sons
22807,犬夜叉 14,Rumiko Takahashi,4.3,4091255841,9.78409E+12,jpn,192.0,13,1,2/18/2000,小学館
26253,Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,4.52,0674994884,9.78067E+12,eng,464.0,27,3,01/01/1984,Loeb Classical Library 443
9156,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4.0,0385033982,9.78039E+12,en-US,560.0,203,12,5/20/1975,Anchor
34168,Dakota,Matt Braun,3.72,0312997833,9.78031E+12,eng,306.0,33,5,8/30/2005,St. Martin's Paperbacks
816,Cryptonomicon,Neal Stephenson,4.25,0060512806,9.78006E+12,eng,1139.0,83184,4249,11/01/2002,Avon
13762,Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,4.08,045121837X,9.78045E+12,eng,301.0,26,4,05/01/2006,New American Library
9923,Answered Prayers,Truman Capote,3.49,0141185937,9.78014E+12,eng,192.0,102,17,10/25/2001,Penguin Classics
12618,On Anarchism,Noam Chomsky/Barry Pateman,3.93,1904859208,9.7819E+12,eng,256.0,4145,192,05/01/2005,AK Press
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,0201061961,9.7802E+12,eng,471.0,27,2,06/01/1989,Addison Wesley Publishing Company
28356,I'm the One That I Want,Margaret Cho,3.69,0345440145,9.78035E+12,eng,228.0,1459,132,4/30/2002,Ballantine Books
15887,La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood,3.48,8423338665,9.78842E+12,spa,91.0,14,2,01/01/2007,Destino Ediciones
45066,The Mill on the Floss,George Eliot/Carol T. Christ,3.79,0393963322,9.78039E+12,eng,640.0,133,16,11/17/1993,W. W. Norton & Company
34153,Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,3.49,0689807015,9.78069E+12,en-US,32.0,63,9,07/01/2004,Aladdin
21621,Dealing in Futures,Joe Haldeman,3.73,0451452585,9.78045E+12,en-US,352.0,193,12,11/01/1993,Roc
19382,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,3.94,0192807269,9.78019E+12,en-US,301.0,3368,101,07/06/2006,Oxford University Press
43996,Dead Sleep,Greg Iles,4.05,0451206525,9.78045E+12,eng,452.0,8124,475,07/02/2002,Berkley Books
7244,The Poisonwood Bible,Barbara Kingsolver,4.06,0060786507,9.78006E+12,eng,546.0,613758,19846,07/05/2005,Harper Perennial Modern Classics
33836,Nightfall,Anne Stuart,3.87,0451404750,9.78045E+12,eng,416.0,981,106,03/01/1995,Onyx
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,067499583X,9.78067E+12,mul,607.0,414,10,10/01/1999,Harvard University Press
26184,African Nights,Kuki Gallmann,3.8,0060954833,9.78006E+12,eng,336.0,313,19,3/22/2000,William Morrow Paperbacks
24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,4.14,0141311495,9.78014E+12,eng,224.0,252,21,9/27/2001,Puffin Books
7010,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3.94,1932219242,9.78193E+12,eng,3.0,62,6,05/03/2005,AudioGO
25268,The Rainbow People,Laurence Yep/David Wiesner,3.75,0064404412,9.78006E+12,eng,208.0,206,47,8/30/1992,HarperCollins
15136,The Adventuress,Audrey Niffenegger,3.33,081097052X,9.78081E+12,eng,144.0,1058,148,09/01/2006,Abrams
11371,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9.78045E+12,eng,400.0,9031,1555,10/04/2005,NAL Trade
7337,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,0345345061,9.78035E+12,eng,251.0,4200,145,11/12/1986,Del Rey
16033,Mary Queen of Scotland and The Isles,Margaret George,4.05,0312155859,9.78031E+12,eng,870.0,11523,507,4/15/1997,St. Martin's Griffin
18878,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,0345456327,9.78035E+12,eng,644.0,14418,385,8/27/2002,Del Rey Books
8074,The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.8,0689305648,9.78069E+12,eng,32.0,4,1,01/01/1977,Atheneum Books
29632,Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,Barbara Berst Adams,3.76,0963281437,9.78096E+12,eng,174.0,68,5,05/01/2005,New World Publishing
24583,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,3.91,0143039563,9.78014E+12,eng,244.0,667590,6783,2/28/2006,Penguin Classics
34612,Texas Hold'em for Dummies,Mark Harlan,3.82,047004604X,9.78047E+12,eng,267.0,103,8,10/01/2006,Wiley Publishing
13,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,0345453743,9.78035E+12,eng,815.0,249558,4080,4/30/2002,Del Rey Books
25102,A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,4.43,1563890933,9.78156E+12,eng,192.0,43065,876,03/10/1999,Vertigo
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,0226307786,9.78023E+12,en-US,171.0,712,53,5/15/1969,University of Chicago Press
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,1423100204,9.78142E+12,eng,119.0,730,20,08/01/2006,Disney Press
28553,Dragondrums (Harper Hall  #3),Anne McCaffrey,4.07,0689860064,9.78069E+12,eng,243.0,28120,411,04/01/2003,Simon & Schuster Aladddin Paperbacks
28917,You Can Never Go Home Again,Dyan Sheldon,4.23,081673691X,9.78082E+12,en-US,166.0,23,4,08/01/1995,Troll Communications
15819,While I Was Gone,Sue Miller,3.69,0345420748,9.78035E+12,eng,352.0,239,28,11/26/2002,Ballantine Books
3042,Knowledge And Decisions,Thomas Sowell,4.39,0465037380,9.78047E+12,eng,422.0,766,47,10/04/1996,Basic Books
4008,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,0060527994,9.78006E+12,eng,205.0,47673,2046,07/03/2006,HarperOne
32576,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,0671684027,9.78067E+12,eng,371.0,1399,49,03/01/1990,Pocket Books
16793,Stardust,Neil Gaiman,4.08,0061142026,9.78006E+12,eng,248.0,283274,11746,8/29/2006,Harper Perennial
31333,Violin,Anne Rice,3.28,8466302204,9.78847E+12,eng,289.0,15886,405,01/01/2002,Distribooks
22877,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,0553562606,9.78055E+12,eng,518.0,5460,89,10/21/2009,Spectra
5891,The Woman in White,Wilkie Collins,4.0,0486440966,9.78049E+12,eng,504.0,136,28,4/15/2005,Dover Publications
11038,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,015640057X,9.78016E+12,eng,304.0,8311,449,10/29/1990,Mariner Books
14285,Lives of Girls and Women,Alice Munro,3.99,0375707492,9.78038E+12,eng,277.0,8461,553,2/13/2001,Vintage
18564,The Summit (Everest  #3),Gordon Korman,3.96,0439411378,9.78044E+12,eng,154.0,2584,106,10/01/2002,Scholastic Paperbacks
17608,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,3.95,0807050113,9.78081E+12,en-US,232.0,201,21,11/18/2002,Beacon Press
33820,Up Country,Nelson DeMille,4.02,0446611913,9.78045E+12,eng,880.0,14537,702,04/01/2003,Vision
10992,Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,0099911701,9.7801E+12,eng,864.0,2384,323,03/03/1994,Arrow Books
13659,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.04,0441011241,9.78044E+12,eng,280.0,14549,468,10/28/2003,Ace
33726,Crazy For You,Jennifer Crusie,3.78,0312932812,9.78031E+12,eng,336.0,15184,445,07/11/2004,St. Martin's Paperbacks
13383,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,0968303188,9.78097E+12,eng,3.0,51,1,7/15/2005,Canadian Broadcasting Corporation (CBC Audio)
32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59,1410103277,9.78141E+12,eng,276.0,199,9,7/19/2003,Fredonia Books (NL)
15096,Five Quarters of the Orange,Joanne Harris,3.85,0060958022,9.78006E+12,eng,307.0,26258,1936,06/04/2002,Harper Perennial
3298,El bosque de los pigmeos,Isabel Allende,3.77,0060816198,9.78006E+12,spa,304.0,1099,46,09/06/2005,HarperCollins Espanol
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,0060521996,9.78006E+12,eng,286.0,32079,752,01/07/2003,Harper Paperbacks
29623,After Glow (Ghost Hunters  #2),Jayne Castle/Jayne Ann Krentz,4.14,0515136948,9.78052E+12,eng,343.0,4149,138,2/24/2004,Jove Books
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson/Karen Swenson,3.68,0815319665,9.78082E+12,eng,320.0,19,2,12/21/2002,Routledge
42377,Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,0440428653,9.78044E+12,eng,150.0,175,7,02/01/1987,Yearling
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,080282966X,9.7808E+12,en-US,330.0,44,10,11/01/2006,William B. Eerdmans Publishing Company
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney,3.13,0451452615,9.78045E+12,eng,149.0,4438,301,07/01/1993,Roc Trade
21031,When Nietzsche Wept,Irvin D. Yalom,4.32,0060748125,9.78006E+12,eng,310.0,25063,1031,01/04/2005,Harper Perennial
40912,The Green Pearl (Lyonesse  #2),Jack Vance,4.16,0441303161,9.78044E+12,eng,407.0,10,2,6/15/1987,Ace
25241,The Philosophy of History,Georg Wilhelm Friedrich Hegel/J. Sibree/C.J. Friedrich/Charles Hegel,3.82,0486437558,9.78049E+12,eng,480.0,2762,71,09/10/2004,Dover Publications
11341,Jazz,Toni Morrison,3.81,1400076218,9.7814E+12,eng,229.0,1338,128,06/08/2004,Vintage
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,0553583166,9.78055E+12,eng,421.0,3194,326,7/30/2002,Bantam
18413,Utopia,Thomas More/Clarence H. Miller,3.53,0300084293,9.7803E+12,eng,200.0,438,45,02/08/2001,Yale University Press
31185,Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39,0312333757,9.78031E+12,eng,289.0,1072,90,05/02/2006,St. Martin's Griffin
13807,Flight of the Nighthawks (The Darkwar Saga  #1),Raymond E. Feist,3.96,0060792787,9.78006E+12,en-US,368.0,9698,110,04/11/2006,Harper Voyager
27826,Eugene Onegin,Alexander Pushkin/Walter W. Arndt,4.09,0875011063,9.78088E+12,en-US,244.0,48,12,1/16/2009,Harry N. Abrams
44328,Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,3.92,0142405493,9.78014E+12,eng,530.0,2819,127,04/06/2006,Firebird
5691,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,0099922800,9.7801E+12,eng,796.0,443,55,1/16/1992,Vintage Classics
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9.78068E+12,eng,162.0,5658,699,1/13/1994,Modern Library
27500,Middlesex,Jeffrey Eugenides,4.0,0965045641,9.78097E+12,eng,529.0,1081,228,09/04/2002,Farrar  Straus and Giroux
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,1416505512,9.78142E+12,eng,262.0,10249,356,04/01/2005,Pocket Books
4060,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,0922729484,9.78092E+12,en-US,155.0,141,5,8/17/2017,Summit University Press
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,0375755195,9.78038E+12,eng,192.0,12180,630,9/17/2002,Random House Trade Paperbacks
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,3.87,0140446583,9.78014E+12,eng,224.0,1570,80,12/01/2001,Penguin Book Limited
7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.26,0232521026,9.78023E+12,eng,100.0,8024,317,11/01/1994,Darton  Longman & Todd
35633,Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,4.39,0517581000,9.78052E+12,eng,365.0,19,0,9/22/1992,Harmony
3660,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,0679736859,9.78068E+12,eng,240.0,387,29,5/28/1996,Vintage
21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01,1423319524,9.78142E+12,eng,5.0,40,14,2/28/2007,Brilliance Audio
41536,My Soul to Keep (African Immortals  #1),Tananarive Due,4.17,006105366X,9.78006E+12,eng,346.0,3799,361,04/08/1998,Harper Voyager
34084,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,0670032565,9.78067E+12,eng,422.0,145740,3382,6/23/2003,Viking Adult
17783,Corazón de mar (Gallagher  #3),Nora Roberts/Juan Larrea,4.15,8466307257,9.78847E+12,spa,396.0,12,0,07/01/2002,Punto de Lectura
17426,Introduction to Linear Algebra and Differential Equations,John W. Dettman,3.5,0486651916,9.78049E+12,eng,404.0,17,0,12/01/1986,Dover Publications
30050,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,Fred Pearce,3.94,0807085731,9.78081E+12,eng,336.0,672,82,3/15/2007,Beacon Press
24497,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,0345362535,9.78035E+12,eng,512.0,456,61,5/19/1990,Ballantine
32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,1595328408,9.7816E+12,eng,210.0,785,13,02/01/2007,TokyoPop
10545,Ulysses,James Joyce/Declan Kiberd,3.73,0141182806,9.78014E+12,en-US,933.0,1517,235,3/30/2000,Penguin Books Ltd
37675,The Call of the Wild and Three Other Klondike Stories,Jack London/Roger Dressler,3.81,1587887738,9.78159E+12,eng,5.0,33,1,09/01/2001,Brilliance Audio
3758,Casino Royale (James Bond  #1),Ian Fleming,3.73,014200202X,9.78014E+12,eng,181.0,48961,2823,8/27/2002,Penguin
45020,Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,3.76,0425206866,9.78043E+12,eng,216.0,22721,1111,11/01/2005,Berkley
37852,Marilyn Manson,Kurt Reighley,3.36,0312181337,9.78031E+12,en-US,192.0,116,5,4/15/1998,St. Martin's Griffin
25120,Uncommon Grounds (Maggy Thorsen Mystery #1),Sandra Balzo,3.61,1410402363,9.78141E+12,en-US,245.0,187,41,09/01/2005,Five Star Trade
16313,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,1572705493,9.78157E+12,eng,0.0,49,10,10/09/2006,Audiogo
24217,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,4.07,1593080158,9.78159E+12,eng,286.0,2791,273,12/15/2003,Barnes & Noble Classics
40335,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,3.83,0755301978,9.78076E+12,eng,344.0,11280,223,11/03/2003,Headline
26092,Double Identity,Margaret Peterson Haddix,4.02,0689873743,9.78069E+12,eng,224.0,276,52,10/01/2005,Simon  Schuster Books for Young Readers
685,The Natural,Bernard Malamud/Kevin Baker,3.63,0374502005,9.78037E+12,eng,231.0,8854,672,07/07/2003,Farrar Straus Giroux
10814,Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,1892145022,9.78189E+12,eng,58.0,5379,544,01/01/2000,Little Bookroom
17437,Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,3.78,0130352993,9.78013E+12,eng,1440.0,9,1,06/09/2004,Benjamin-Cummings Publishing Company
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,0972016414,9.78097E+12,eng,123.0,34,8,05/10/2004,One Hour Entertainment
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,0688172172,9.78069E+12,eng,352.0,15190,532,8/18/1999,William Morrow Paperbacks
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,0553345397,9.78055E+12,eng,320.0,10878,106,02/01/1990,Bantam
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,0395547032,9.7804E+12,en-US,608.0,1724,103,02/04/1991,Mariner Books
14472,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,0060542381,9.78006E+12,eng,96.0,257,12,12/26/2012,Greenwillow Books
5171,Drowning Ruth,Christina Schwarz,3.74,0345439104,9.78035E+12,eng,368.0,74161,2159,7/31/2001,Ballantine Books
20941,The Western Canon: The Books and School of the Ages,Harold Bloom,3.86,1573225142,9.78157E+12,eng,546.0,2141,167,09/01/1995,Riverhead Books
1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,0375760059,9.78038E+12,eng,887.0,1235,146,07/09/2002,Modern Library
5316,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88,1888472421,9.78189E+12,eng,64.0,8,1,11/07/2006,Gemstone Publishing
7741,Gulliver's Travels,Jonathan Swift/Robert Hardy,3.57,1844560341,9.78184E+12,eng,3.0,8,0,01/01/2001,Hodder Audio
19997,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,1885865244,9.78189E+12,eng,100.0,116,12,2/25/2015,Circlet Press
18365,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin/Gunther Stuhlmann,4.23,0151000891,9.78015E+12,eng,396.0,168,16,11/01/1996,Houghton Mifflin
29953,A Gift Of Wings,Richard Bach,3.79,0330304216,9.78033E+12,eng,299.0,1664,44,05/11/2001,Sidgwick & Jackson Ltd
4704,Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,9.78001E+12,eng,32.0,1,0,07/01/2002,HarperCollins UK
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,1844350487,9.78184E+12,eng,246.0,42,5,07/01/2004,Big Finish
26009,Glamorama,Bret Easton Ellis,3.46,3453190149,9.78345E+12,ger,832.0,46,0,2/22/2010,KiWi
26603,Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,4.38,0871401657,9.78087E+12,eng,208.0,1206,49,8/17/1996,Liveright Publishing Corp.
4658,Setting Free the Bears,John Irving,3.3,0345417984,9.78035E+12,eng,304.0,8896,217,6/23/1997,Ballantine Books
11339,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39,0292760280,9.78029E+12,eng,232.0,12613,392,01/01/1986,University of Texas Press
3420,Morgan's Run,Colleen McCullough,3.95,0671024183,9.78067E+12,eng,848.0,3478,191,01/01/2002,Pocket Books
24450,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,0805081240,9.78081E+12,eng,248.0,4002,473,7/25/2006,St. Martin's Press
42056,The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,3.92,0747250383,9.78075E+12,eng,208.0,6876,206,11/07/1996,Headline
24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.13,080508049X,9.78081E+12,eng,182.0,53962,1200,5/16/2006,Square Fish
21322,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,1401203671,9.7814E+12,eng,140.0,13759,538,10/18/2006,Vertigo
3679,On Beauty,Zadie Smith,3.73,0143037749,9.78014E+12,eng,445.0,53736,3657,8/29/2006,Penguin Books
12445,The Girl in a Swing,Richard  Adams,3.52,0517391732,9.78052E+12,eng,339.0,24,3,10/01/1982,Random House
32946,The Outsiders,S.E. Hinton,4.09,0141314575,9.78014E+12,eng,218.0,2630,258,03/06/2003,Puffin Group
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,9.78142E+12,eng,208.0,612,8,09/12/2006,VIZ Media LLC
10606,Stephen King from A to Z: An Encyclopedia of His Life and Work,George Beahm,3.83,0836269144,9.78084E+12,eng,251.0,53,2,3/31/1999,Andrews McMeel Publishing
44783,Monkeewrench (Monkeewrench  #1),P.J. Tracy,4.12,045121157X,9.78045E+12,eng,421.0,8031,618,04/06/2004,G.P. Putnam's Sons
5797,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,0141439831,9.78014E+12,eng,867.0,102877,2286,1/30/2003,Penguin Books
3476,Icy Sparks,Gwyn Hyman Rubio,3.7,0142000205,9.78014E+12,eng,320.0,37936,1192,03/08/2001,Penguin Books
